"drug_chembl_id","target_uniprot_id","action_type","parent_action_type","disease_efficacy","LINK_FUNCTION","source","refresh_date"
"CHEMBL219160","P29275","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL3185781","P08173","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1088","P28223","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2028850","P32299","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2158814","P51677","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1742423","P35367","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1231","P08912","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL267930","P19020","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1554789","P35367","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL370805","P46098","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL299164","P46663","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL189123","P46663","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL447664","P29275","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL482950","P35353","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2151197","P58406","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL197669","P0DMS8","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL3545367","O43614","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL291536","O43614","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1628690","Q99572","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL140979","P41146","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL431367","P14416","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2110371","P28335","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL366221","P49684","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL8514","P21918","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2413521","O43613","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL376408","P10415","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL447664","P30542","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL3234544","P14416","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL276140","P41595","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL42","P25100","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL189449","P48039","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL4088272","O55242","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL415848","P97583","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2364638","Q16602","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2364638","O60894","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL389348","Q16581","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL483688","P25099","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL274384","P32304","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL621","P14842","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2028850","P97583","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL240624","P30542","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1819077","P34998","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1082407","P10275","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL2311171","Q3V008","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL3334824","P32246","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL285802","P28335","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL3108827","P98170","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL483688","P30542","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL375293","P0DMS8","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL142348","Q3V008","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL274384","P31388","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL426084","P35372","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL285802","P31388","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1317823","P34995","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL487387","P14416","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1598608","P46098","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL376408","Q07817","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL265301","P42263","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL483688","P30543","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL339427","P23979","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL351231","P25021","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL69257","P34969","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL2021721","P46663","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL225157","O00206","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL42","P34969","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL457515","Q8TCW9","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL46071","P31388","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL197669","P29274","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2105738","P10275","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL265301","P48058","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1200490","P30968","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL260933","P0DMS8","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL291536","O43613","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL8514","P35462","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL119235","P47824","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL3108827","Q13489","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL483688","P29274","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL299164","P97583","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL274384","P34969","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL422","P28223","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL260933","P30542","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL373429","P39086","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1615640","P37288","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1201191","P35367","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL42","P31388","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL260933","P29274","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2029422","P41597","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL2103778","P46098","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1206833","Q9NS75","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL42","P61169","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL12314","P50406","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1416993","P21452","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL375293","P29275","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL3545367","O43613","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL3638684","P29274","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1403281","P31388","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL494772","P56373","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL419667","P30518","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL39372","P31424","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL284193","P35349","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL63426","P25116","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2112314","P11473","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL560993","Q9Y5Y4","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL103772","P21917","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1088","P14416","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL265301","P42261","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL42","P19020","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1626","P35367","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL351231","Q9QYN8","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL361355","Q9Y5N1","Antagonist","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1201335","P20309","Antagonist","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL407217","P43681","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL182977","O95259","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL254778","Q8NER1","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL207433","Q8NER1","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL327980","Q12809","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL517986","Q9P0L9","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL182977","Q8NCM2","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL442137","Q14957","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL173443","Q9Y210","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL477015","O95259","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL100622","P32297","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL47244","P46098","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL742","Q14957","Channel blocker","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL23","P63142","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1551597","Q96P56","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL173443","O94759","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL23","P16388","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL442137","Q13224","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1397935","P29973","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1253475","Q9Y3Q4","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL23","Q17ST2","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL273264","Q16515","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1294","O95259","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL273264","P78348","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL442137","O15399","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL9324","O43526","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1397935","Q00195","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL185515","Q9UHC3","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2407182","Q8TD43","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL157101","Q16322","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL23","P22460","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL284237","Q14957","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL23629","P35523","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL23","Q9JIS7","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1551597","Q8NEC5","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL23","P46098","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL744","Q12809","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL284348","Q9Z0V1","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL442137","Q12879","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1080997","Q9WUD2","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL47244","P48167","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL15848","Q7Z2W7","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL660","Q14957","Channel blocker","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL333826","Q16280","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL44297","P51787","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL407217","P32297","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL13668","P48050","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL931","P15387","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL134","O88704","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL185515","Q16515","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL267936","P32297","Channel blocker","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL1294","Q5JUK3","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL284348","O60928","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL23194","Q9NZQ8","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL284348","Q92953","Channel blocker","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL44618","Q96T55","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL100622","Q15822","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1407943","Q9UL62","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL473","O95259","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL23477","P35523","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL58323","Q62968","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL17157","O95259","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1256759","Q5XXA6","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL473","Q12809","Channel blocker","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL229430","Q8NER1","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL226574","O35433","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL309490","Q9UL62","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL9324","Q92953","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL9324","Q17ST2","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL17157","Q12809","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL104028","Q8NER1","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1294","Q6UVM4","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1484","P15385","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL23","P23979","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL652","P16388","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL212579","P78348","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL212579","P37088","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL212579","P51168","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL212579","P51170","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL631","P22460","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL333826","Q9UGI6","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL333826","P29973","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL333826","P70604","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL58323","P04775","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL134","O88703","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL332826","P51787","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL113461","Q17ST2","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1551597","Q7RTX7","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL121","Q9HCF6","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL595069","Q8NER1","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL45068","P51790","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL47244","P23415","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1376358","Q9UL62","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1098","Q14524","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL281202","Q923J1","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL391997","Q8NER1","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL652","Q96RP8","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL652","P63142","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL652","P15388","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL23194","P35561","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL652","P22460","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL100622","Q15825","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL148159","P22460","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL100622","P43681","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL123558","P97414","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL434045","P51787","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL58323","Q15858","Channel blocker","NEGATIVE MODULATOR",TRUE,-1,"IUPHAR","04 April 2023"
"CHEMBL58323","P08104","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1397935","Q16281","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1289953","Q7Z2W7","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL21731","P48545","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1407943","Q13507","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL47244","O75311","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1288652","Q7Z2W7","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1513985","Q5XXA6","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL2442052","Q8R455","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1098240","P42262","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1098240","P42263","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL686","Q9HCF6","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1628687","Q8NER1","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL1294","Q96T55","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL23194","P48050","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
"CHEMBL267936","P43681","Channel blocker","NEGATIVE MODULATOR",FALSE,-1,"IUPHAR","04 April 2023"
